Instance Date: 20090516

VehicleNumber---RequestNumber---MaxTravelTime---DisinfectionTime
    3              66               90             30

VehicleCapacity---VehicleLunchReadyTime---VehicleLunchDueTime---VehicleLunchDuration
    9                    750                    810                     60

LocationID---StaffDemand---SeatDemand---ReadyTime---DueTime---ServiceTime
    0            0              0          450        1230         0
    1            2              1          480         750         8
    2            2              1          480        1200         8
    3            2              1          480        1200         8
    4            2              1          480        1200         8
    5            2            1.5          480        1200         8
    6            2              1          540         700         8
    7            2              1          540         700         8
    8            3              3          480         750         8
    9            2              1          750        1200         8
   10            3              1          480        1200         8
   11            2              1          600         720         8
   12            2              1          480        1200         8
   13            2              1          750        1200         8
   14            2              1          480         750         8
   15            2              3          480        1200         8
   16            2              3          660         780         8
   17            2              1          480        1200         8
   18            2              1          840         960         8
   19            3              3          750        1200         8
   20            2              3          480         750         8
   21            2              1          480        1200         8
   22            2              1          840         960         8
   23            2              1          480        1200         8
   24            2              3          480        1200         8
   25            2              1          831         951         8
   26            2              3          480        1200         8
   27            2              3          480         750         8
   28            2              3          675         825         8
   29            2              3          750        1200         8
   30            2              1          895        1015         8
   31            2              3          960        1080         8
   32            2              3          750        1200         8
   33            2              3          750        1200         8
   34            2              3          830         980         8
   35            2              1          480        1200         8
   36            2              1          871        1021         8
   37            2              1          480        1200         8
   38            2              3          480        1200         8
   39            2              3          675         825         8
   40            2              1          641         791         8
   41            2              3          960        1080         8
   42            2              3          840         960         8
   43            2              1          750        1200         8
   44            3              3          480        1200         8
   45            2              3          799         919         8
   46            2              1          480        1200         8
   47            2              1          480        1200         8
   48            2              1          480        1200         8
   49            2              1          480         750         8
   50            2              1          750        1200         8
   51            2              3          780         900         8
   52            2              3          480        1200         8
   53            2              1          480        1200         8
   54            2              1          480        1200         8
   55            2              1          750        1200         8
   56            2              1          797         947         8
   57            2              3          750        1200         8
   58            2              1          480        1200         8
   59            2              3          894        1044         8
   60            2              3          750        1200         8
   61            3              1          750        1200         8
   62            2              3          480        1200         8
   63            2              3          750        1200         8
   64            2              3          480        1200         8
   65            2              1          750        1200         8
   66            2              1          750        1200         8
   67            2             -1          480         750        10
   68            2             -1          480        1200        10
   69            2             -1          480        1200        10
   70            2             -1          480        1200        10
   71            2           -1.5          480        1200        10
   72            2             -1          540         730         3
   73            2             -1          540         730         3
   74            3             -3          480         750        10
   75            2             -1          750        1200        10
   76            3             -1          480        1200         6
   77            2             -1          600         740        10
   78            2             -1          480        1200        10
   79            2             -1          750        1200        10
   80            2             -1          480         750        10
   81            2             -3          480        1200        10
   82            2             -3          660         810        10
   83            2             -1          480        1200        10
   84            2             -1          840         990        10
   85            3             -3          750        1200        10
   86            2             -3          480         750         3
   87            2             -1          480        1200        10
   88            2             -1          840         990        10
   89            2             -1          480        1200        10
   90            2             -3          480        1200        10
   91            2             -1          831         981        10
   92            2             -3          480        1200        10
   93            2             -3          480         750        10
   94            2             -3          675         855         3
   95            2             -3          750        1200         3
   96            2             -1          895        1045        10
   97            2             -3          960        1100        10
   98            2             -3          750        1200        10
   99            2             -3          750        1200         3
  100            2             -3          830        1010         3
  101            2             -1          480        1200         3
  102            2             -1          871        1051         3
  103            2             -1          480        1200        10
  104            2             -3          480        1200         3
  105            2             -3          675         855         3
  106            2             -1          641         821         3
  107            2             -3          960        1100        10
  108            2             -3          840         980        10
