Instance Date: 20090224

VehicleNumber---RequestNumber---MaxTravelTime---DisinfectionTime
    8             125               90             30

VehicleCapacity---VehicleLunchReadyTime---VehicleLunchDueTime---VehicleLunchDuration
    9                    750                    810                     60

LocationID---StaffDemand---SeatDemand---ReadyTime---DueTime---ServiceTime
    0            0              0          450        1230         0
    1            2            2.5          565         625        10
    2            2              4          505         565        10
    3            2            1.5          490         550         3
    4            2            2.5          870         930         9
    5            2            2.5          580         640         9
    6            2            1.5          480         510        10
    7            2            1.5          495         555        10
    8            2            1.5          480         540        10
    9            2            2.5          615         705         8
   10            2            2.5          480         510         8
   11            2            1.5          480         500        10
   12            2            1.5          480         540        10
   13            2            1.5          490         550        10
   14            2              1          480         750         8
   15            2            1.5          480         510         8
   16            2            1.5          480         510         8
   17            2            1.5          530         590        10
   18            3              3          540         690         8
   19            2              3          540         690         8
   20            2              1          720         840         8
   21            2            2.5          820         880        10
   22            2            2.5          520         580        10
   23            2              1          540         660         8
   24            2              3          540         690         8
   25            2              3          480        1200         8
   26            3              1          480        1200         8
   27            2              3          480         750         8
   28            2              3          480         750         8
   29            2              4          585         675         8
   30            2            1.5          608         668         8
   31            2            1.5          607         667         8
   32            2            1.5          607         667         8
   33            2            1.5          608         668         8
   34            2              4          597         657         8
   35            2              3          750        1200         8
   36            2              1          480        1200         8
   37            2              3          720         870         8
   38            2              1          480         750         8
   39            2            2.5          810         870        10
   40            2            2.5          870         930        10
   41            2              1          480         750         8
   42            2            1.5          790         880         8
   43            2              1          480         750         8
   44            2            2.5          780         840         9
   45            2            2.5          744         864         8
   46            3              3          480        1200         8
   47            2              1          480        1200         8
   48            2            2.5          737         857         8
   49            2            2.5          664         784         8
   50            2            2.5          790         850        10
   51            2            1.5          780         840        10
   52            2            1.5          820         880        10
   53            2            1.5          835         925         8
   54            2            1.5          855         945         8
   55            2            2.5          735         795        10
   56            2              1          480        1200         8
   57            2            2.5          665         725         8
   58            2              1          660         780         8
   59            2              1          750        1200         8
   60            2              3          480        1200         8
   61            2              1          840         960         8
   62            2              3          840         960         8
   63            2            1.5          662         782         8
   64            2              3          722         842         8
   65            2              3          750        1200         8
   66            2            2.5          665         725         8
   67            2              4          765         855         8
   68            2              3          480        1200         8
   69            2              3          900        1050         8
   70            2            1.5          765         855         8
   71            3              3          480        1200         8
   72            2              1          480        1200         8
   73            2              1          480         750         8
   74            2              1          960        1080         8
   75            2            2.5          773         833         8
   76            2              3          744         864         8
   77            2            2.5          864         924         8
   78            2              1          750        1200         8
   79            2              3          750        1200         8
   80            2              1          480        1200         8
   81            2            1.5          843         903         8
   82            2              3          480        1200         8
   83            2              1          480        1200         8
   84            2              1          480        1200         8
   85            3            2.5          864         924         8
   86            2            1.5          845         905         8
   87            3            1.5          844         904         8
   88            2            1.5          885         945         8
   89            2              3          750        1200         8
   90            3              1          480        1200         8
   91            2              1          750        1200         8
   92            2              3          750        1200         8
   93            2              3          480        1200         8
   94            3              3          886        1006         8
   95            2              1          480        1200         8
   96            2              1          480        1200         8
   97            2              3          480        1200         8
