Instance Date: 20090225

VehicleNumber---RequestNumber---MaxTravelTime---DisinfectionTime
    6              97               90             30

VehicleCapacity---VehicleLunchReadyTime---VehicleLunchDueTime---VehicleLunchDuration
    9                    675                    735                     60

LocationID---StaffDemand---SeatDemand---ReadyTime---DueTime---ServiceTime
    0            0              0          450        1230         0
    1            2            1.5          480         540        10
    2            2            1.5          480         500         3
    3            2            1.5          490         550        10
    4            2              1          600         750         8
    5            3              3          555         645         8
    6            2            2.5          510         570        10
    7            2            2.5          490         550        10
    8            2            2.5          600         660        10
    9            2            1.5          480         540        10
   10            2            1.5          480         510        10
   11            2            1.5          480         510         8
   12            2            1.5          490         550        10
   13            2            2.5          640         700         3
   14            2            2.5          650         710         3
   15            2            1.5          480         510         8
   16            2              1          870         990         8
   17            2              3          480         750         8
   18            2              3          480         750         8
   19            2              1          480        1200         8
   20            2              1          750        1200         8
   21            2              1          480         750         8
   22            2              1          540         690         8
   23            2              1          480        1200         8
   24            2              1          480         750         8
   25            2              3          960        1080         8
   26            2            1.5          597         657         8
   27            2            1.5          602         662         8
   28            2            1.5          596         656         8
   29            2            2.5          578         638         8
   30            2              3          750        1200         8
   31            2              1          480        1200         8
   32            2              1          710         860         8
   33            2              3          480        1200         8
   34            2              3          480        1200         8
   35            3            1.5          640         700         8
   36            2            2.5          648         708         8
   37            2            2.5          780         840        10
   38            2            2.5          790         850        10
   39            2              3          480        1200         8
   40            3              1          480        1200         8
   41            2              1          480        1200         8
   42            2            2.5          658         718         8
   43            2              3          480        1200         8
   44            2            2.5          652         712         8
   45            3            2.5          655         715         8
   46            3            2.5          655         715         8
   47            2              4          840         900        15
   48            2            1.5          656         716         8
   49            2              1          840         960         8
   50            2              1          480        1200         8
   51            2              1          780         930         8
   52            3              1          480        1200         8
   53            2              1          480         750         8
   54            2              3          750        1200         8
   55            2            1.5          653         773         8
   56            2              1          717         867         8
   57            2              1          480        1200         8
   58            2              3          765         915         8
   59            2              3          750        1200         8
   60            2              1          750        1200         8
   61            2            1.5          795         885         8
   62            2              1          750        1200         8
   63            2              3          750        1200         8
   64            2              1          750        1200         8
   65            2              3          750        1200         8
   66            2              1          750        1200         8
   67            2              1          480        1200         8
   68            2            1.5          842         902         8
   69            2            1.5          843         903         8
   70            2            1.5          842         902         8
   71            2              3          480        1200         8
   72            2              3          908        1058         8
   73            2            1.5          899        1019         8
   74            3              3          480         750         8
   75            2              1          480        1200         8
   76            2              1          960        1080         8
   77            2              3          960        1080         8
   78            2              3          996        1116         8
   79            2            2.5          893         953         8
   80            2              3          924        1044         8
   81            2              1          915        1065         8
   82            2              1          750        1200         8
   83            2              4          941        1061         8
   84            2              1          960        1080         8
   85            2            1.5          842         902         8
   86            2            1.5          843         903         8
   87            2            1.5          845         905         8
   88            2            1.5          842         902         8
   89            2            1.5          843         903         8
   90            2              3          900        1050         8
   91            2              3          750        1200         8
   92            2            1.5          924        1044         8
   93            2              1          750        1200         8
   94            2              1          480        1200         8
   95            2            1.5          904        1024         8
   96            2              1          750        1200         8
   97            2            1.5          490         580         8
   98            2           -1.5          510         570         3
   99            2           -1.5          480         540         3
  100            2           -1.5          510         570         3
  101            2             -1          600         780         3
  102            3             -3          585         675         3
  103            2           -2.5          540         600         3
  104            2           -2.5          510         570         3
  105            2           -2.5          630         690         3
  106            2           -1.5          510         570         3
  107            2           -1.5          480         540         3
  108            2           -1.5          465         555         3
  109            2           -1.5          510         570         3
  110            2           -2.5          660         720         3
  111            2           -2.5          660         720         3
  112            2           -1.5          465         555         3
  113            2             -1          870        1010        10
  114            2             -3          480         750         3
  115            2             -3          480         750         3
  116            2             -1          480        1200        10
  117            2             -1          750        1200        10
  118            2             -1          480         750         3
  119            2             -1          540         720         3
  120            2             -1          480        1200        10
  121            2             -1          480         750        10
  122            2             -3          960        1110        10
  123            2           -1.5          597         677        10
  124            2           -1.5          602         682        10
  125            2           -1.5          596         676        10
  126            2           -2.5          578         658        10
  127            2             -3          750        1200        10
  128            2             -1          480        1200         3
  129            2             -1          710         890         3
  130            2             -3          480        1200         3
  131            2             -3          480        1200         3
  132            3           -1.5          640         720         3
  133            2           -2.5          648         728        10
  134            2           -2.5          810         870         3
  135            2           -2.5          810         870         3
  136            2             -3          480        1200         3
  137            3             -1          480        1200         6
  138            2             -1          480        1200        10
  139            2           -2.5          658         748        10
  140            2             -3          480        1200        10
  141            2           -2.5          652         732        10
  142            3           -2.5          655         735         3
  143            3           -2.5          655         735         3
  144            2             -4          870         930         3
  145            2           -1.5          656         746        10
  146            2             -1          840         980        10
  147            2             -1          480        1200        10
  148            2             -1          780         960         3
  149            3             -1          480        1200         3
  150            2             -1          480         750        10
  151            2             -3          750        1200        10
  152            2           -1.5          653         793         3
  153            2             -1          717         897         3
  154            2             -1          480        1200         3
  155            2             -3          765         945         3
  156            2             -3          750        1200         3
  157            2             -1          750        1200         3
  158            2           -1.5          825         915         3
  159            2             -1          750        1200        10
  160            2             -3          750        1200         3
  161            2             -1          750        1200        10
  162            2             -3          750        1200        10
  163            2             -1          750        1200        10
  164            2             -1          480        1200        10
  165            2           -1.5          842         922        10
  166            2           -1.5          843         923        10
  167            2           -1.5          842         922        10
  168            2             -3          480        1200         3
  169            2             -3          908        1088         3
  170            2           -1.5          899        1039         3
  171            3             -3          480         750         3
  172            2             -1          480        1200        10
  173            2             -1          960        1100        10
  174            2             -3          960        1110        10
  175            2             -3          996        1146        10
  176            2           -2.5          893         983        10
  177            2             -3          924        1064        10
  178            2             -1          915        1095         3
  179            2             -1          750        1200         3
  180            2             -4          941        1081         3
  181            2             -1          960        1100        10
  182            2           -1.5          842         922        10
  183            2           -1.5          843         933        10
  184            2           -1.5          845         925        10
  185            2           -1.5          842         922        10
  186            2           -1.5          843         923        10
  187            2             -3          900        1080         3
  188            2             -3          750        1200         3
  189            2           -1.5          924        1064         3
  190            2             -1          750        1200         3
  191            2             -1          480        1200         3
  192            2           -1.5          904        1044         3
  193            2             -1          750        1200         3
  194            2           -1.5          510         600         3

Travel Time Between Locations
 0  9 10 11  0 11 11 14 16 14 12 11  6  7  4 11 11 11 11 11 11  0  0 11 11 11 11 11 11 14 11  0  0  0  0 11  8 16  7  0 12  0  6 11  0  0  0  5 11 11  0  0  0  0 11  0  0  0  0  0  0 11  0  0  0 11  0  0 11 11 11  0  0  0  0  0 12  0  0  0  0  0  0  0 12 11 11 11 11 11  0  0  0  0  0  0  0 11 11 11 11 16 16  0 14  0 11 11  0 11  0  0  0  7  0 12 14 15 11 11 14 14 13  8  8 12 14 13 12 11 11 11 10 13  0  0 12 15 15 15 14  6  7  4  0 18 10 10 12 13 14 10 11 12 12 12 11 11  0  9 11  7  8 10 13 14 12 13 11 11 11 13 13  8 11 15 14 10 11 11 12 15 11  9  7  6  7 12 11 11 11 11 11 11  8 
