Instance Date: 20090325

VehicleNumber---RequestNumber---MaxTravelTime---DisinfectionTime
    8             129               90             30

VehicleCapacity---VehicleLunchReadyTime---VehicleLunchDueTime---VehicleLunchDuration
    10                    675                    735                     60

LocationID---StaffDemand---SeatDemand---ReadyTime---DueTime---ServiceTime
    0            0              0          450        1230         0
    1            2            1.5          480         540        10
    2            2            1.5          490         550        10
    3            2            1.5          480         540        10
    4            2            1.5          490         550        10
    5            2            2.5          630         690        10
    6            2            1.5          540         600        10
    7            2            2.5          490         550        10
    8            2            1.5          480         510         8
    9            2            2.5          600         660        10
   10            2            1.5          495         555        10
   11            2            2.5          520         580        10
   12            2            1.5          525         615         8
   13            2              4          555         645         8
   14            2            1.5          550         610        10
   15            2            1.5          550         610         3
   16            2            1.5          480         540        10
   17            2            1.5          480         540        10
   18            2              3          540         690         8
   19            2              3          540         690         8
   20            2              3          540         660         8
   21            2              1          540         690         8
   22            2              1          480        1200         8
   23            2              1          540         690         8
   24            2            1.5          765         855         8
   25            3              3          480        1200         8
   26            2              1          600         750         8
   27            2              1          750        1200         8
   28            3              3          480        1200         8
   29            2              3          480        1200         8
   30            2              1          480         750         8
   31            2            1.5          615         675         8
   32            2            1.5          820         880        10
   33            2            2.5          820         880        10
   34            3              3          480        1200         8
   35            2            1.5          654         774         8
   36            2            1.5          645         705         8
   37            2              4          520         580        10
   38            2              1          480        1200         8
   39            2              3          480        1200         8
   40            2              3          480        1200         8
   41            2            2.5          643         703         8
   42            2            1.5          685         745         8
   43            2            1.5          683         803         8
   44            3            1.5          675         735         8
   45            2            1.5          704         764         8
   46            2              3          480        1200         8
   47            2            2.5          840         900        18
   48            2              1          750        1200         8
   49            2              1          750        1200         8
   50            2              3          480        1200         8
   51            2            2.5          692         752         8
   52            2            2.5          790         850         9
   53            2              3          480        1200         8
   54            2              1          685         835         8
   55            2              3          480        1200         8
   56            2            2.5          825         915         8
   57            2            2.5          702         762         8
   58            2              3          480        1200         8
   59            2              3          780         930         8
   60            2              1          750        1200         8
   61            2              1          750        1200         8
   62            2              3          894        1014         8
   63            2              1          767         887         8
   64            2              3          747         867         8
   65            2            2.5          701         761         8
   66            2            2.5          705         765         8
   67            2            2.5          705         765         8
   68            2              3          480        1200         8
   69            2              1          480        1200         8
   70            3              3          480        1200         8
   71            2              3          780         900         8
   72            2              3          480        1200         8
   73            2            1.5          785         875         8
   74            2              3          750        1200         8
   75            2              3          799         919         8
   76            2              1          750        1200         8
   77            2              1          660         810         8
   78            2              1          480        1200         8
   79            2              1          750        1200         8
   80            2              1          480        1200         8
   81            2              3          750        1200         8
   82            2              3          745         865         8
   83            2            1.5          827         887         8
   84            2            1.5          827         887         8
   85            2              1          480        1200         8
   86            2              3          750        1200         8
   87            2            1.5          939        1059         8
   88            2              3          820         940         8
   89            2              3          896        1016         8
   90            2              1          960        1080         8
   91            2              3          480        1200         8
   92            2              3          750        1200         8
   93            2              3          480        1200         8
   94            2              1          750        1200         8
   95            2              1          960        1080         8
   96            2              1          960        1080         8
   97            2              3          480        1200         8
   98            3              3          946        1066         8
   99            2              3         1048        1168         8
  100            3              1          480        1200         8
  101            2              3          750        1200         8
  102            2            1.5          914         974         8
  103            2            1.5          914         974         8
  104            3              1          750        1200         8
  105            2              3          750        1200         8
